rank,building_id,meter,site_id,primary_use,square_feet,anomaly_rate,anomaly_hours,total_hours,max_streak,mean_anomaly_score,max_anomaly_score,total_excess,excess_per_sqft,priority_score
833,11,0,0,Education,49073.0,0.0018107741,4,2209,1,-0.0041708234,4.279343128204346,1260.6274,0.02568882,0.0019001296933794016
834,80,0,0,Office,156111.0,0.0018107741,4,2209,1,0.0018864365,6.3314690589904785,3997.3364,0.025605733,0.0018982414386707056
835,662,0,5,Entertainment/public assembly,12777.0,0.0,0,2206,0,-0.04492706,3.155043363571167,1066.1487,0.0834428,0.0018963578650636609
836,1338,0,15,Education,31415.0,0.0024570024,5,2035,1,-0.13482928,4.284657001495361,227.35799,0.007237243,0.001892462958638366
837,153,0,1,Office,16092.0,0.00045330916,1,2206,1,-0.06412015,3.5762548446655273,977.3061,0.06073242,0.0018705295983370445
838,113,0,1,Education,100481.0,0.0013599275,3,2206,1,-0.0113981785,4.1002607345581055,3636.31,0.03618903,0.001864616631773332
839,1343,0,15,Office,110380.0,0.001963672,4,2037,1,0.021242918,4.271322727203369,2048.2441,0.018556297,0.001849179552796444
840,83,0,0,Other,2070.0,0.0,0,2209,0,0.22455065,1.8178216218948364,168.3361,0.08132179,0.0018481549357276833
841,578,0,4,Lodging/residential,71994.0,0.0013580805,3,2209,1,0.012212338,3.6875343322753906,2540.8474,0.035292488,0.0018428260551252133
842,694,0,5,Education,30613.0,0.0,0,2206,0,-0.033209585,3.4971377849578857,2479.4072,0.08099197,0.001840659187468162
843,81,0,0,Other,3025.0,0.00045269352,1,2209,1,0.13297957,3.7581942081451416,178.73247,0.059085112,0.0018324262088274946
844,1386,0,15,Entertainment/public assembly,82035.0,0.0019646366,4,2036,1,-0.045999132,4.367689609527588,1434.2338,0.017483193,0.0018254928474915123
845,1379,0,15,Office,49553.0,0.001472754,3,2037,1,-0.015756726,4.469341278076172,1512.4578,0.030522022,0.001822289418066694
846,46,0,0,Retail,9045.0,0.00045269352,1,2209,1,0.11378983,3.9671409130096436,530.35657,0.05863533,0.0018222043616789104
847,134,0,1,Lodging/residential,49589.0,0.00045330916,1,2206,1,-0.071552955,3.6193623542785645,2889.5176,0.058269326,0.001814552222197187
848,253,1,2,Education,65907.0,0.0013586957,3,2208,1,0.019120062,5.957667827606201,2228.257,0.03380911,0.0018095856119379368
849,606,0,4,Utility,23432.0,0.0,0,2209,0,-0.02239578,3.348935604095459,1859.598,0.079361476,0.0018036039575691923
850,246,0,2,Office,202435.0,0.0018115942,4,2208,1,-0.03503567,6.048123359680176,4056.3774,0.020037925,0.0017723011022732834
851,1375,0,15,Office,115288.0,0.001963672,4,2037,1,-0.002610103,3.909353256225586,1695.6514,0.01470796,0.001761720562893991
852,1400,0,15,Lodging/residential,21168.0,0.001472754,3,2037,1,-0.071021914,3.846618890762329,585.3866,0.027654318,0.0017571166861063278
853,37,0,0,Lodging/residential,53130.0,0.00090538705,2,2209,1,-0.05755585,3.7146201133728027,2311.538,0.04350721,0.0017539568103575537
854,1339,2,15,Education,140488.0,0.000981836,2,2037,1,-0.052902464,3.820741653442383,5679.9185,0.04042992,0.0017486321045980962
855,619,0,4,Education,68146.0,0.00045289856,1,2208,1,0.03636751,3.9896910190582275,3759.142,0.055163063,0.001743513745052033
856,220,0,2,Education,122592.0,0.0013586957,3,2208,2,0.0310983,3.869556427001953,2603.6504,0.021238338,0.001738064809392563
857,192,0,2,Education,151637.0,0.00045289856,1,2208,1,0.00758461,10.38494873046875,8259.843,0.054471157,0.0017277891839317645
858,76,0,0,Education,128887.0,0.00090538705,2,2209,1,0.0040946226,4.41114616394043,5424.484,0.04208713,0.0017216833987558971
859,240,1,2,Lodging/residential,111304.0,0.0013586957,3,2208,1,0.013721872,4.168376922607422,3255.696,0.029250486,0.0017059842976281335
860,1382,0,15,Public services,243072.0,0.001472754,3,2037,1,-0.0547759,4.112430572509766,5737.7705,0.02360523,0.0016650953220879359
861,641,0,4,Education,109588.0,0.0013593113,3,2207,1,-0.034604594,3.905294179916382,3001.7483,0.027391214,0.0016642013395449645
862,734,0,5,Education,28191.0,0.00045330916,1,2206,1,0.15431882,3.8077051639556885,1454.8223,0.051605914,0.0016631166105938733
863,713,0,5,Education,14973.0,0.0,0,2206,0,0.010884406,3.403696060180664,1084.7427,0.072446585,0.0016464530520381988
864,705,0,5,Education,23605.0,0.0,0,2206,0,0.06890111,3.495748996734619,1705.5122,0.07225216,0.0016420345085795094
865,615,0,4,Education,153700.0,0.00090620754,2,2207,1,-0.017462417,3.581550359725952,5815.385,0.037835944,0.0016257625133911375
866,587,0,4,Technology/science,53234.0,0.00090538705,2,2209,2,-0.033734977,4.008907318115234,1478.2582,0.02776906,0.0016103558044875536
867,24,0,0,Education,105545.0,0.0013580805,3,2209,1,0.012169543,4.707018852233887,2636.7363,0.024982106,0.00160850779918124
868,389,0,3,Education,57165.0,0.00090620754,2,2207,2,0.00074470945,3.641887664794922,1392.0586,0.02435159,0.0015335762614399281
869,634,0,4,Education,4000.0,0.0018107741,4,2209,1,0.5858276,3.5492019653320312,35.82166,0.008955414,0.0015198389477923198
870,1358,0,15,Lodging/residential,61439.0,0.000981836,2,2037,2,0.0032734433,3.801154851913452,1203.9183,0.019595344,0.0015072832208616242
871,581,0,4,Lodging/residential,23012.0,0.0009057971,2,2208,1,-0.020231878,4.734116554260254,742.23364,0.0322542,0.0014985624626155684
872,565,0,4,Education,15326.0,0.0,0,2206,0,-0.016764225,3.4853627681732178,996.07794,0.06499269,0.001477052577122359
873,576,0,4,Education,86465.0,0.00090538705,2,2209,1,0.026413444,5.051148891448975,2692.634,0.031141318,0.0014729240546349815
874,131,0,1,Lodging/residential,66661.0,0.0,0,2206,0,-0.061471216,3.307039737701416,4266.266,0.06399943,0.0014544792968167516
875,167,1,2,Lodging/residential,86323.0,0.000984252,2,2032,1,-0.03431495,4.206213474273682,2336.7896,0.0270703,0.0014470574424941564
876,225,3,2,Lodging/residential,216526.0,0.0013586957,3,2208,1,-0.07640812,6.4211554527282715,3853.286,0.01779595,0.0014456634873856494
877,568,0,4,Education,14150.0,0.0,0,2206,0,-0.08184584,3.478334665298462,896.283,0.06334156,0.0014395281936010358
878,617,0,4,Education,182943.0,0.00045269352,1,2209,1,0.017600875,4.07849645614624,7635.8223,0.041738804,0.0014382064436705842
879,57,0,0,Lodging/residential,65359.0,0.00045269352,1,2209,1,0.019321695,3.6067469120025635,2670.1047,0.0408529,0.001418072995420829
880,429,0,3,Public services,11934.0,0.00090620754,2,2207,2,-0.06711548,5.314003944396973,215.65143,0.018070338,0.0013908257580235249
881,473,0,3,Public services,46007.0,0.0,0,2207,0,-0.01601227,3.2233774662017822,2813.9375,0.061163247,0.001390022927015056
882,1361,0,15,Education,233863.0,0.0014742014,3,2035,1,0.00035358392,3.8842275142669678,2526.6956,0.01080417,0.0013752820411988419
883,1399,0,15,Lodging/residential,166814.0,0.001472754,3,2037,1,-0.044508077,4.426352500915527,1735.1682,0.010401814,0.0013650286748959572
884,61,0,0,Lodging/residential,38686.0,0.00045269352,1,2209,1,0.04042941,3.7819652557373047,1457.6755,0.037679665,0.0013459566140867473
885,493,0,3,Education,283000.0,0.0013593113,3,2207,1,-0.05931395,3.8336341381073,3629.8223,0.012826227,0.001333191019257845
886,1432,0,15,Education,160673.0,0.000981836,2,2037,1,-0.05682705,4.279388427734375,3330.671,0.020729499,0.001300911670253428
887,73,0,0,Parking,387638.0,0.0013580805,3,2209,2,-0.06806751,4.237260341644287,589.65234,0.0015211417,0.001289394713341841
888,728,0,5,Education,30300.0,0.00045330916,1,2206,1,0.06708918,4.012417316436768,1063.7303,0.03510661,0.0012881461187990194
889,89,0,0,Retail,161755.0,0.00090538705,2,2209,1,0.0049774474,4.771316051483154,3587.0845,0.022176035,0.0012691750640720393
890,1344,0,15,Education,125507.0,0.000490918,1,2037,1,-0.0014594581,3.50266432762146,4060.109,0.03234966,0.001266168069741372
891,1409,0,15,Lodging/residential,48881.0,0.0009823183,2,2036,1,-0.047417946,3.8050427436828613,920.11786,0.01882363,0.0012580055806145443
892,567,0,4,Entertainment/public assembly,82670.0,0.00045269352,1,2209,1,0.040648263,3.524064064025879,2778.7432,0.033612475,0.0012535238378587566
893,90,0,0,Lodging/residential,59200.0,0.00045269352,1,2209,1,-0.009501613,3.9563827514648438,1976.2219,0.03338213,0.0012482889322560958
894,1413,1,15,Lodging/residential,65999.0,0.0010976949,1,911,1,0.05146176,3.6228458881378174,65.410446,0.0009910824,0.001209787127223506
895,1433,0,15,Education,28084.0,0.000490918,1,2037,1,-0.039997023,4.212901592254639,791.1743,0.02817171,0.001171218104071719
896,1340,0,15,Manufacturing/industrial,111518.0,0.0,0,2037,0,-0.019798746,2.521165370941162,5575.8076,0.04999917,0.0011363031830540313
897,297,0,3,Education,66200.0,0.0,0,2207,0,-0.0117772035,3.3545620441436768,3308.8618,0.04998281,0.0011359313532517251
898,556,0,3,Healthcare,450000.0,0.0,0,2207,0,-0.004733927,3.220806121826172,22398.102,0.04977356,0.001131175903652355
899,712,0,5,Education,22949.0,0.0,0,2206,0,0.28780752,2.932539701461792,1138.0834,0.04959185,0.001127046302686746
900,27,0,0,Lodging/residential,59200.0,0.00045269352,1,2209,1,-0.06715542,3.551729679107666,1653.7234,0.027934516,0.001124484089311363
901,225,1,2,Lodging/residential,216526.0,0.00045289856,1,2208,1,-0.0032218955,3.668729543685913,5976.188,0.027600326,0.0011171108376952343
902,62,0,0,Lodging/residential,42731.0,0.0,0,2209,0,0.047645308,3.2056171894073486,2098.2546,0.049103804,0.0011159547167253986
903,638,0,4,Education,7900.0,0.0,0,2209,0,0.099388614,2.911364793777466,382.2388,0.04838466,0.0010996111694343892
904,58,0,0,Lodging/residential,83379.0,0.00045269352,1,2209,1,0.042776506,3.9007375240325928,2225.2788,0.026688721,0.0010961715923128044
905,14,0,0,Education,86250.0,0.00045269352,1,2209,1,-0.006213615,4.009756088256836,2271.518,0.02633644,0.00108816553610401
906,692,0,5,Office,7416.0,0.00045330916,1,2206,1,-0.03171854,3.542306900024414,193.67227,0.026115462,0.001083809288900561
907,1424,0,15,Lodging/residential,24103.0,0.000490918,1,2037,1,-0.025224825,3.9172613620758057,584.9289,0.024267888,0.0010824981034617829
908,1377,0,15,Education,74599.0,0.0004916421,1,2034,1,-0.0032861026,3.5359292030334473,1728.9128,0.023176085,0.0010584685255085927
909,130,0,1,Lodging/residential,62893.0,0.0009066183,2,2206,1,-0.0058583957,4.215616226196289,796.92474,0.0126711195,0.0010542027485746538
910,56,0,0,Lodging/residential,60088.0,0.00045269352,1,2209,1,0.038273077,3.606602191925049,1402.9038,0.023347488,0.0010202372536698052
911,8,0,0,Education,60809.0,0.0,0,2209,0,-0.023521228,3.0378098487854004,2708.277,0.04453744,0.0010121775585032002
912,559,0,3,Education,48994.0,0.0,0,2207,0,0.0065489262,3.359821081161499,2178.5884,0.044466432,0.0010105638095962628
913,1350,0,15,Education,149762.0,0.0,0,2034,0,0.0044148196,3.0858287811279297,6634.362,0.044299368,0.0010067670400483561
914,66,0,0,Lodging/residential,37241.0,0.0,0,2209,0,-0.048427913,3.387779712677002,1643.9537,0.04414365,0.00100322813094666
915,115,0,1,Education,129716.0,0.0,0,2206,0,0.01542819,3.344059467315674,5689.972,0.043864846,0.0009968918777716735
916,706,0,5,Education,27685.0,0.0,0,2206,0,0.12338407,3.3536274433135986,1205.2185,0.043533266,0.0009893561975829394
917,1363,0,15,Office,157933.0,0.000490918,1,2037,1,-0.06790471,3.500122308731079,2920.9722,0.018495008,0.0009513011204006623
918,1380,0,15,Education,204029.0,0.00049115915,1,2036,1,-0.025604596,3.749648094177246,3400.254,0.016665542,0.00090998465351643
919,34,0,0,Lodging/residential,42731.0,0.0,0,2209,0,0.037345275,3.3135106563568115,1684.865,0.03942957,0.0008960938459638404
920,4,0,0,Education,116607.0,0.0,0,2209,0,-0.03326981,3.308382034301758,4578.459,0.039264016,0.000892331360965528
921,1423,0,15,Lodging/residential,18277.0,0.000981836,2,2037,1,-0.084782675,3.675753116607666,43.860542,0.002399767,0.0008843420869810091
922,35,0,0,Lodging/residential,41617.0,0.0,0,2209,0,0.052604154,3.179811954498291,1606.7152,0.038607184,0.0008774038897954632
923,1429,0,15,Education,40461.0,0.00049115915,1,2036,1,-0.019827576,5.024712085723877,605.152,0.014956427,0.0008711425369951735
924,737,0,5,Education,14790.0,0.0,0,2206,0,-0.19753453,3.1093790531158447,565.7434,0.03825175,0.0008693261797976892
925,1448,0,15,Office,92271.0,0.0009915717,2,2017,1,0.047525115,3.7588956356048584,112.60578,0.0012203811,0.0008657669874519379
926,1422,0,15,Lodging/residential,19876.0,0.0,0,2037,0,-0.033002187,3.387948751449585,753.23804,0.037896864,0.0008612608683397416
927,201,3,2,Education,219608.0,0.00045289856,1,2208,1,-0.041074894,3.776179313659668,3536.414,0.016103303,0.0008558244477760834
928,582,0,4,Education,14542.0,0.00092378753,2,2165,1,-0.03581007,3.772083282470703,47.20025,0.003245788,0.0008545091510866792
929,461,0,3,Education,69400.0,0.0,0,2207,0,-0.035514634,3.424105405807495,2587.8135,0.03728838,0.0008474321833301387
930,74,0,0,Parking,387638.0,0.00090538705,2,2209,1,0.0572808,5.153747081756592,881.0755,0.0022729337,0.0008168483991555202
931,596,0,4,Education,18474.0,0.0,0,2209,0,-0.0063380217,3.450836181640625,645.3607,0.03493346,0.0007939132077345063
932,505,0,3,Warehouse/storage,51622.0,0.0,0,2207,0,0.01859711,3.306540012359619,1796.5454,0.034801934,0.000790924127803913
933,1401,0,15,Lodging/residential,168791.0,0.000490918,1,2037,1,-0.05056244,5.39811372756958,1762.6802,0.010442975,0.0007683070482370234
934,408,0,3,Entertainment/public assembly,16098.0,0.00045310377,1,2207,1,-0.08889954,3.5004165172576904,192.53433,0.0119601395,0.0007618870471534595
935,600,0,4,Education,44182.0,0.0,0,2209,0,-0.0010438422,3.074836492538452,1421.821,0.032181002,0.0007313596461100364
936,71,0,0,Parking,387638.0,0.00045269352,1,2209,1,0.056859363,4.255743026733398,3855.5286,0.009946209,0.0007156738757932488
937,566,0,4,Education,2010.0,0.0,0,2148,0,0.48423746,3.029560089111328,58.942642,0.029324697,0.0006664459969580864
938,1378,0,15,Education,214505.0,0.0,0,2037,0,0.004898092,2.8056864738464355,6257.134,0.029170107,0.0006629326987630662
939,457,0,3,Education,79700.0,0.0,0,2207,0,-0.041883238,3.3919944763183594,2215.6074,0.02779934,0.000631780075575013
940,1419,0,15,Lodging/residential,40629.0,0.000490918,1,2037,1,-0.101250626,3.7225539684295654,120.89705,0.0029756343,0.0005986009742743904
941,651,0,4,Parking,306140.0,0.00045454546,1,2200,1,-0.035071287,3.700345993041992,1098.4456,0.0035880497,0.0005731785891759333
942,146,0,1,Office,31614.0,0.0,0,2206,0,-0.0112886485,3.329118251800537,721.3163,0.022816356,0.0005185345682829443
943,1418,0,15,Lodging/residential,41302.0,0.0,0,2037,0,-0.054563086,3.061062812805176,884.97424,0.02142691,0.0004869574358697337
944,544,0,3,Public services,110800.0,0.0,0,2015,0,0.02725745,3.423384428024292,2201.7993,0.019871835,0.0004516160727893209
945,1412,0,15,Lodging/residential,39538.0,0.0,0,2037,0,-0.06574761,3.410508871078491,753.17847,0.019049482,0.00043292693163484277
946,1416,0,15,Lodging/residential,41236.0,0.0,0,2037,0,0.0066209305,2.807431697845459,758.56555,0.01839571,0.00041806904730457
947,628,0,4,Education,40706.0,0.0,0,2209,0,-0.03457025,3.0596537590026855,710.39124,0.017451758,0.00039661635216306474
948,579,0,4,Education,7781.0,0.0,0,2191,0,0.19089836,2.884646415710449,130.8635,0.016818339,0.00038222098628425203
949,1435,0,15,Education,9552.0,0.0,0,2037,0,-0.0009040058,2.913222312927246,158.15636,0.016557407,0.00037629093533476314
950,50,0,0,Other,4698.0,0.0,0,2209,0,-0.064229146,3.1429808139801025,64.65001,0.013761177,0.0003127425762161323
951,1342,0,15,Education,116854.0,0.0,0,2037,0,0.009712418,3.2154057025909424,1536.0249,0.013144821,0.00029873498999272456
952,1413,0,15,Lodging/residential,65999.0,0.0,0,2037,0,-0.077755794,3.281890630722046,850.78876,0.012890934,0.00029296506835186953
953,96,0,0,Lodging/residential,200933.0,0.0,0,2209,0,-0.031746406,3.489938974380493,2474.096,0.012313039,0.00027983155758827874
954,97,0,0,Lodging/residential,187647.0,0.0,0,2209,0,0.014655395,3.290893316268921,2011.4773,0.010719474,0.00024361550749182087
955,1396,0,15,Lodging/residential,96336.0,0.0,0,2037,0,0.037345305,3.4750757217407227,802.6869,0.008332159,0.00018936033609184697
956,637,0,4,Education,4189.0,0.0,0,2182,0,0.4705722,2.542752981185913,27.511772,0.006567623,0.0001492587057034497
957,228,3,2,Lodging/residential,49108.0,0.0,0,111,0,-0.07544306,2.8303372859954834,157.0166,0.0031973731,7.26649184315094e-05
958,70,0,0,Parking,387638.0,0.0,0,2209,0,-0.02861215,3.065293073654175,1115.9075,0.002878736,6.542342723593128e-05
959,226,3,2,Office,74180.0,0.0,0,1456,0,-0.048084103,2.9916436672210693,101.34048,0.0013661429,3.1047568794189675e-05
960,635,0,4,Education,7122.0,0.0,0,2146,0,0.08512966,3.104691982269287,8.975168,0.0012602033,2.863993996752478e-05
961,45,0,0,Retail,15304.0,0.0,0,2209,0,0.22923426,1.6059104204177856,16.183275,0.0010574539,2.403216563701268e-05
962,1336,1,15,Office,31053.0,0.0,0,2074,0,-0.09377574,1.3822033405303955,21.491524,0.0006920917,1.5728782583598143e-05
963,304,0,3,Entertainment/public assembly,194300.0,0.0,0,2207,0,0.32782224,3.031067371368408,39.998,0.00020585692,4.67839794659766e-06
964,740,0,5,Education,37975.0,0.0,0,2206,0,0.0,0.0,0.0,0.0,0.0
